[{'label': 'remorse', 'score': 0.3367615342140198}, {'label': 'sadness', 'score': 0.21818599104881287}, {'label': 'grief', 'score': 0.15338227152824402}, {'label': 'caring', 'score': 0.09675418585538864}, {'label': 'fear', 'score': 0.053386837244033813}]
[{'label': 'admiration', 'score': 0.44580087065696716}, {'label': 'gratitude', 'score': 0.3209502696990967}, {'label': 'disappointment', 'score': 0.17441879212856293}, {'label': 'disapproval', 'score': 0.01058563869446516}, {'label': 'remorse', 'score': 0.010549252852797508}]
[{'label': 'admiration', 'score': 0.4171341061592102}, {'label': 'gratitude', 'score': 0.33913201093673706}, {'label': 'disappointment', 'score': 0.18125519156455994}, {'label': 'remorse', 'score': 0.011800961568951607}, {'label': 'disapproval', 'score': 0.011248011142015457}]
[{'label': 'gratitude', 'score': 0.4791390299797058}, {'label': 'admiration', 'score': 0.3173527717590332}, {'label': 'disappointment', 'score': 0.14642377197742462}, {'label': 'disapproval', 'score': 0.012457027100026608}, {'label': 'remorse', 'score': 0.010382609441876411}]
[{'label': 'gratitude', 'score': 0.4490719735622406}, {'label': 'admiration', 'score': 0.3505910038948059}, {'label': 'disappointment', 'score': 0.13493864238262177}, {'label': 'remorse', 'score': 0.014795826748013496}, {'label': 'disapproval', 'score': 0.0136923398822546}]
[{'label': 'admiration', 'score': 0.46081748604774475}, {'label': 'gratitude', 'score': 0.3802567720413208}, {'label': 'disappointment', 'score': 0.08949883282184601}, {'label': 'disapproval', 'score': 0.017339343205094337}, {'label': 'remorse', 'score': 0.015457592904567719}]
[{'label': 'admiration', 'score': 0.5291194915771484}, {'label': 'gratitude', 'score': 0.3607068359851837}, {'label': 'disappointment', 'score': 0.05589345470070839}, {'label': 'disapproval', 'score': 0.016594113782048225}, {'label': 'approval', 'score': 0.010163580067455769}]
[{'label': 'admiration', 'score': 0.47815844416618347}, {'label': 'gratitude', 'score': 0.3915954828262329}, {'label': 'disappointment', 'score': 0.07484271377325058}, {'label': 'disapproval', 'score': 0.017724884673953056}, {'label': 'approval', 'score': 0.012354694306850433}]
[{'label': 'gratitude', 'score': 0.4648447632789612}, {'label': 'admiration', 'score': 0.4183889925479889}, {'label': 'disappointment', 'score': 0.06476861238479614}, {'label': 'disapproval', 'score': 0.0161427054554224}, {'label': 'approval', 'score': 0.012113779783248901}]
[{'label': 'gratitude', 'score': 0.5583363771438599}, {'label': 'admiration', 'score': 0.3577197194099426}, {'label': 'disappointment', 'score': 0.04471560940146446}, {'label': 'disapproval', 'score': 0.009223094210028648}, {'label': 'approval', 'score': 0.007367738056927919}]
[{'label': 'gratitude', 'score': 0.7170152068138123}, {'label': 'admiration', 'score': 0.18304453790187836}, {'label': 'disappointment', 'score': 0.06154109537601471}, {'label': 'remorse', 'score': 0.007141849957406521}, {'label': 'disapproval', 'score': 0.006306403316557407}]
[{'label': 'gratitude', 'score': 0.8294984698295593}, {'label': 'admiration', 'score': 0.07751917839050293}, {'label': 'disappointment', 'score': 0.05946218594908714}, {'label': 'remorse', 'score': 0.006622451823204756}, {'label': 'approval', 'score': 0.004258044064044952}]
[{'label': 'gratitude', 'score': 0.47062698006629944}, {'label': 'admiration', 'score': 0.2572390139102936}, {'label': 'disappointment', 'score': 0.19182345271110535}, {'label': 'remorse', 'score': 0.02223081700503826}, {'label': 'disapproval', 'score': 0.014506551437079906}]
[{'label': 'gratitude', 'score': 0.40657171607017517}, {'label': 'admiration', 'score': 0.2868894636631012}, {'label': 'disappointment', 'score': 0.22717246413230896}, {'label': 'disapproval', 'score': 0.01991814747452736}, {'label': 'remorse', 'score': 0.01816161721944809}]
[{'label': 'gratitude', 'score': 0.44410139322280884}, {'label': 'admiration', 'score': 0.27599430084228516}, {'label': 'disappointment', 'score': 0.1950385719537735}, {'label': 'disapproval', 'score': 0.027796031907200813}, {'label': 'remorse', 'score': 0.01679813489317894}]
[{'label': 'gratitude', 'score': 0.4760725498199463}, {'label': 'admiration', 'score': 0.26285043358802795}, {'label': 'disappointment', 'score': 0.18164247274398804}, {'label': 'disapproval', 'score': 0.025024771690368652}, {'label': 'remorse', 'score': 0.015885014086961746}]
[{'label': 'gratitude', 'score': 0.616439938545227}, {'label': 'admiration', 'score': 0.25337737798690796}, {'label': 'disappointment', 'score': 0.0811326801776886}, {'label': 'disapproval', 'score': 0.011400878429412842}, {'label': 'remorse', 'score': 0.011031103320419788}]
[{'label': 'gratitude', 'score': 0.7368227243423462}, {'label': 'admiration', 'score': 0.16459578275680542}, {'label': 'disappointment', 'score': 0.05529198795557022}, {'label': 'remorse', 'score': 0.013868439942598343}, {'label': 'disapproval', 'score': 0.006815352942794561}]
[{'label': 'gratitude', 'score': 0.8157640099525452}, {'label': 'admiration', 'score': 0.1172814592719078}, {'label': 'disappointment', 'score': 0.04016471281647682}, {'label': 'remorse', 'score': 0.00534460972994566}, {'label': 'approval', 'score': 0.004282097797840834}]
[{'label': 'gratitude', 'score': 0.6631270051002502}, {'label': 'admiration', 'score': 0.16102279722690582}, {'label': 'disappointment', 'score': 0.12538088858127594}, {'label': 'remorse', 'score': 0.011282439343631268}, {'label': 'approval', 'score': 0.008139874786138535}]
[{'label': 'disappointment', 'score': 0.3657757639884949}, {'label': 'gratitude', 'score': 0.31401005387306213}, {'label': 'admiration', 'score': 0.210343137383461}, {'label': 'remorse', 'score': 0.038057439029216766}, {'label': 'disapproval', 'score': 0.01608004979789257}]
[{'label': 'disappointment', 'score': 0.34975820779800415}, {'label': 'gratitude', 'score': 0.2688096761703491}, {'label': 'admiration', 'score': 0.2685949504375458}, {'label': 'remorse', 'score': 0.03859589248895645}, {'label': 'disapproval', 'score': 0.018860312178730965}]
[{'label': 'admiration', 'score': 0.3314068615436554}, {'label': 'gratitude', 'score': 0.30311042070388794}, {'label': 'disappointment', 'score': 0.24302762746810913}, {'label': 'remorse', 'score': 0.04388747364282608}, {'label': 'disapproval', 'score': 0.019985878840088844}]
[{'label': 'gratitude', 'score': 0.4614076614379883}, {'label': 'admiration', 'score': 0.3253188133239746}, {'label': 'disappointment', 'score': 0.13424792885780334}, {'label': 'remorse', 'score': 0.022928688675165176}, {'label': 'disapproval', 'score': 0.015944048762321472}]
[{'label': 'gratitude', 'score': 0.6371122002601624}, {'label': 'admiration', 'score': 0.22994516789913177}, {'label': 'disappointment', 'score': 0.08536822348833084}, {'label': 'disapproval', 'score': 0.011839712038636208}, {'label': 'approval', 'score': 0.00944606028497219}]
[{'label': 'gratitude', 'score': 0.7804996967315674}, {'label': 'admiration', 'score': 0.17704784870147705}, {'label': 'disappointment', 'score': 0.021580355241894722}, {'label': 'approval', 'score': 0.004831926431506872}, {'label': 'disapproval', 'score': 0.0030182048212736845}]
[{'label': 'gratitude', 'score': 0.8013935685157776}, {'label': 'admiration', 'score': 0.14582620561122894}, {'label': 'disappointment', 'score': 0.027916619554162025}, {'label': 'approval', 'score': 0.005010885652154684}, {'label': 'remorse', 'score': 0.004255279898643494}]
[{'label': 'gratitude', 'score': 0.7386775612831116}, {'label': 'admiration', 'score': 0.16181455552577972}, {'label': 'disappointment', 'score': 0.060213275253772736}, {'label': 'remorse', 'score': 0.009458832442760468}, {'label': 'approval', 'score': 0.006090177688747644}]
[{'label': 'gratitude', 'score': 0.641162633895874}, {'label': 'admiration', 'score': 0.13818860054016113}, {'label': 'disappointment', 'score': 0.1365058571100235}, {'label': 'remorse', 'score': 0.03923191875219345}, {'label': 'disapproval', 'score': 0.011001385748386383}]
[{'label': 'gratitude', 'score': 0.34982532262802124}, {'label': 'disappointment', 'score': 0.2776557505130768}, {'label': 'remorse', 'score': 0.18248885869979858}, {'label': 'admiration', 'score': 0.10871480405330658}, {'label': 'sadness', 'score': 0.02215615287423134}]
[{'label': 'gratitude', 'score': 0.3421314060688019}, {'label': 'disappointment', 'score': 0.27946582436561584}, {'label': 'remorse', 'score': 0.18839791417121887}, {'label': 'admiration', 'score': 0.1071576178073883}, {'label': 'sadness', 'score': 0.023687977343797684}]
[{'label': 'disappointment', 'score': 0.33440297842025757}, {'label': 'admiration', 'score': 0.26391148567199707}, {'label': 'gratitude', 'score': 0.21416205167770386}, {'label': 'remorse', 'score': 0.10261493176221848}, {'label': 'disapproval', 'score': 0.019039398059248924}]
[{'label': 'disappointment', 'score': 0.38834425806999207}, {'label': 'admiration', 'score': 0.23730766773223877}, {'label': 'gratitude', 'score': 0.22487734258174896}, {'label': 'remorse', 'score': 0.06852121651172638}, {'label': 'disapproval', 'score': 0.020357953384518623}]
[{'label': 'gratitude', 'score': 0.43541067838668823}, {'label': 'admiration', 'score': 0.2541370689868927}, {'label': 'disappointment', 'score': 0.2277330458164215}, {'label': 'remorse', 'score': 0.02540302462875843}, {'label': 'disapproval', 'score': 0.014877840876579285}]
[{'label': 'gratitude', 'score': 0.4413052499294281}, {'label': 'admiration', 'score': 0.2513326108455658}, {'label': 'disappointment', 'score': 0.22368037700653076}, {'label': 'remorse', 'score': 0.026017822325229645}, {'label': 'disapproval', 'score': 0.015499078668653965}]
[{'label': 'gratitude', 'score': 0.7848179936408997}, {'label': 'disappointment', 'score': 0.11445669084787369}, {'label': 'admiration', 'score': 0.06663535535335541}, {'label': 'remorse', 'score': 0.007062471937388182}, {'label': 'disapproval', 'score': 0.0062309191562235355}]
[{'label': 'gratitude', 'score': 0.787190318107605}, {'label': 'disappointment', 'score': 0.11427082866430283}, {'label': 'admiration', 'score': 0.06443309783935547}, {'label': 'remorse', 'score': 0.007179562002420425}, {'label': 'disapproval', 'score': 0.006236399058252573}]
[{'label': 'gratitude', 'score': 0.8638207912445068}, {'label': 'disappointment', 'score': 0.073012575507164}, {'label': 'admiration', 'score': 0.0346975214779377}, {'label': 'remorse', 'score': 0.007309514097869396}, {'label': 'disapproval', 'score': 0.0044178953394293785}]
[{'label': 'gratitude', 'score': 0.6522777676582336}, {'label': 'disappointment', 'score': 0.21522489190101624}, {'label': 'admiration', 'score': 0.049490462988615036}, {'label': 'remorse', 'score': 0.03696875274181366}, {'label': 'disapproval', 'score': 0.015009073540568352}]
[{'label': 'disappointment', 'score': 0.3299259841442108}, {'label': 'gratitude', 'score': 0.3229731023311615}, {'label': 'remorse', 'score': 0.17336343228816986}, {'label': 'admiration', 'score': 0.09175875782966614}, {'label': 'disapproval', 'score': 0.028599955141544342}]
[{'label': 'disappointment', 'score': 0.39064890146255493}, {'label': 'remorse', 'score': 0.17458094656467438}, {'label': 'gratitude', 'score': 0.1655861735343933}, {'label': 'admiration', 'score': 0.16178278625011444}, {'label': 'disapproval', 'score': 0.04404338449239731}]
[{'label': 'disappointment', 'score': 0.3995615541934967}, {'label': 'remorse', 'score': 0.21733316779136658}, {'label': 'admiration', 'score': 0.14566974341869354}, {'label': 'gratitude', 'score': 0.12622304260730743}, {'label': 'disapproval', 'score': 0.04507259652018547}]
[{'label': 'disappointment', 'score': 0.5450429916381836}, {'label': 'gratitude', 'score': 0.20238012075424194}, {'label': 'admiration', 'score': 0.09774418920278549}, {'label': 'remorse', 'score': 0.06226235628128052}, {'label': 'disapproval', 'score': 0.04351356253027916}]
[{'label': 'disappointment', 'score': 0.6346203684806824}, {'label': 'gratitude', 'score': 0.2149762362241745}, {'label': 'admiration', 'score': 0.062469299882650375}, {'label': 'remorse', 'score': 0.028787273913621902}, {'label': 'disapproval', 'score': 0.020358610898256302}]
[{'label': 'disappointment', 'score': 0.6368605494499207}, {'label': 'gratitude', 'score': 0.21360015869140625}, {'label': 'admiration', 'score': 0.06097254157066345}, {'label': 'remorse', 'score': 0.029545024037361145}, {'label': 'disapproval', 'score': 0.020440639927983284}]
[{'label': 'disappointment', 'score': 0.4783130884170532}, {'label': 'remorse', 'score': 0.23532797396183014}, {'label': 'gratitude', 'score': 0.12055125087499619}, {'label': 'sadness', 'score': 0.0857861340045929}, {'label': 'disapproval', 'score': 0.02448243647813797}]
[{'label': 'remorse', 'score': 0.5385507345199585}, {'label': 'sadness', 'score': 0.20205238461494446}, {'label': 'disappointment', 'score': 0.17367330193519592}, {'label': 'gratitude', 'score': 0.018930472433567047}, {'label': 'disapproval', 'score': 0.0149501021951437}]
[{'label': 'remorse', 'score': 0.2935870587825775}, {'label': 'admiration', 'score': 0.2598406970500946}, {'label': 'disappointment', 'score': 0.1872478425502777}, {'label': 'gratitude', 'score': 0.1294104903936386}, {'label': 'sadness', 'score': 0.04100024327635765}]
[{'label': 'admiration', 'score': 0.33016207814216614}, {'label': 'gratitude', 'score': 0.2952645421028137}, {'label': 'disappointment', 'score': 0.18425805866718292}, {'label': 'remorse', 'score': 0.08995237946510315}, {'label': 'disapproval', 'score': 0.03207681328058243}]
[{'label': 'gratitude', 'score': 0.6506277918815613}, {'label': 'admiration', 'score': 0.20240291953086853}, {'label': 'disappointment', 'score': 0.07339344173669815}, {'label': 'remorse', 'score': 0.028743429109454155}, {'label': 'disapproval', 'score': 0.011188025586307049}]
[{'label': 'gratitude', 'score': 0.7557159662246704}, {'label': 'admiration', 'score': 0.12238962203264236}, {'label': 'disappointment', 'score': 0.06718220561742783}, {'label': 'remorse', 'score': 0.018847178667783737}, {'label': 'disapproval', 'score': 0.0071653095073997974}]
[{'label': 'gratitude', 'score': 0.7577326893806458}, {'label': 'admiration', 'score': 0.11956331133842468}, {'label': 'disappointment', 'score': 0.06922037899494171}, {'label': 'remorse', 'score': 0.01832997053861618}, {'label': 'disapproval', 'score': 0.006638375576585531}]
[{'label': 'gratitude', 'score': 0.8840144872665405}, {'label': 'admiration', 'score': 0.05658292397856712}, {'label': 'disappointment', 'score': 0.027173910290002823}, {'label': 'remorse', 'score': 0.009437953121960163}, {'label': 'curiosity', 'score': 0.0031417598947882652}]
[{'label': 'gratitude', 'score': 0.7953994870185852}, {'label': 'admiration', 'score': 0.06932032108306885}, {'label': 'disappointment', 'score': 0.05434199795126915}, {'label': 'remorse', 'score': 0.042477887123823166}, {'label': 'disapproval', 'score': 0.006027215626090765}]
[{'label': 'gratitude', 'score': 0.5888593792915344}, {'label': 'remorse', 'score': 0.1544874608516693}, {'label': 'admiration', 'score': 0.1223331168293953}, {'label': 'disappointment', 'score': 0.06796305626630783}, {'label': 'disapproval', 'score': 0.01296482514590025}]
[{'label': 'gratitude', 'score': 0.35686254501342773}, {'label': 'remorse', 'score': 0.24875758588314056}, {'label': 'admiration', 'score': 0.20574787259101868}, {'label': 'disappointment', 'score': 0.09694194048643112}, {'label': 'disapproval', 'score': 0.020431462675333023}]
[{'label': 'admiration', 'score': 0.30523988604545593}, {'label': 'gratitude', 'score': 0.2932557463645935}, {'label': 'remorse', 'score': 0.18072538077831268}, {'label': 'disappointment', 'score': 0.12500517070293427}, {'label': 'sadness', 'score': 0.01859266497194767}]
[{'label': 'admiration', 'score': 0.3023563027381897}, {'label': 'gratitude', 'score': 0.3004859685897827}, {'label': 'remorse', 'score': 0.18240374326705933}, {'label': 'disappointment', 'score': 0.12067240476608276}, {'label': 'sadness', 'score': 0.01741890236735344}]
[{'label': 'gratitude', 'score': 0.4085914194583893}, {'label': 'disappointment', 'score': 0.24215315282344818}, {'label': 'admiration', 'score': 0.1809876263141632}, {'label': 'remorse', 'score': 0.08974140137434006}, {'label': 'sadness', 'score': 0.01747577078640461}]
[{'label': 'gratitude', 'score': 0.41329893469810486}, {'label': 'disappointment', 'score': 0.23392370343208313}, {'label': 'admiration', 'score': 0.18556298315525055}, {'label': 'remorse', 'score': 0.08836359530687332}, {'label': 'sadness', 'score': 0.017438484355807304}]
[{'label': 'gratitude', 'score': 0.6274000406265259}, {'label': 'disappointment', 'score': 0.19307735562324524}, {'label': 'remorse', 'score': 0.09701254963874817}, {'label': 'sadness', 'score': 0.02965419553220272}, {'label': 'admiration', 'score': 0.015132522210478783}]
[{'label': 'gratitude', 'score': 0.44504737854003906}, {'label': 'disappointment', 'score': 0.3511698246002197}, {'label': 'remorse', 'score': 0.11242657154798508}, {'label': 'sadness', 'score': 0.04121329262852669}, {'label': 'admiration', 'score': 0.011902027763426304}]
[{'label': 'disappointment', 'score': 0.43172600865364075}, {'label': 'gratitude', 'score': 0.3154226541519165}, {'label': 'remorse', 'score': 0.1519027203321457}, {'label': 'sadness', 'score': 0.04875621199607849}, {'label': 'admiration', 'score': 0.012492068111896515}]
[{'label': 'gratitude', 'score': 0.40027764439582825}, {'label': 'disappointment', 'score': 0.3932338058948517}, {'label': 'remorse', 'score': 0.11780308932065964}, {'label': 'sadness', 'score': 0.0392657034099102}, {'label': 'admiration', 'score': 0.01223814394325018}]
[{'label': 'gratitude', 'score': 0.5029592514038086}, {'label': 'disappointment', 'score': 0.3461843729019165}, {'label': 'remorse', 'score': 0.060113854706287384}, {'label': 'admiration', 'score': 0.03600793704390526}, {'label': 'sadness', 'score': 0.014587219804525375}]
[{'label': 'gratitude', 'score': 0.6291221976280212}, {'label': 'disappointment', 'score': 0.18023432791233063}, {'label': 'admiration', 'score': 0.1069418415427208}, {'label': 'remorse', 'score': 0.034731071442365646}, {'label': 'disapproval', 'score': 0.012481401674449444}]
[{'label': 'gratitude', 'score': 0.6230592727661133}, {'label': 'admiration', 'score': 0.18009696900844574}, {'label': 'disappointment', 'score': 0.1303880363702774}, {'label': 'remorse', 'score': 0.01850740611553192}, {'label': 'disapproval', 'score': 0.01283935271203518}]
[{'label': 'gratitude', 'score': 0.39715099334716797}, {'label': 'admiration', 'score': 0.31042546033859253}, {'label': 'disappointment', 'score': 0.19335758686065674}, {'label': 'remorse', 'score': 0.03289683908224106}, {'label': 'disapproval', 'score': 0.014701426029205322}]
[{'label': 'gratitude', 'score': 0.320512056350708}, {'label': 'admiration', 'score': 0.2618105709552765}, {'label': 'disappointment', 'score': 0.22967229783535004}, {'label': 'remorse', 'score': 0.09792555123567581}, {'label': 'disapproval', 'score': 0.019942471757531166}]
[{'label': 'gratitude', 'score': 0.32480257749557495}, {'label': 'admiration', 'score': 0.2576960325241089}, {'label': 'disappointment', 'score': 0.2274911254644394}, {'label': 'remorse', 'score': 0.09994281828403473}, {'label': 'disapproval', 'score': 0.01990838535130024}]
[{'label': 'gratitude', 'score': 0.7419144511222839}, {'label': 'admiration', 'score': 0.07663270086050034}, {'label': 'remorse', 'score': 0.07229182124137878}, {'label': 'disappointment', 'score': 0.060840968042612076}, {'label': 'sadness', 'score': 0.01199297048151493}]
[{'label': 'gratitude', 'score': 0.7420719265937805}, {'label': 'admiration', 'score': 0.07986375689506531}, {'label': 'remorse', 'score': 0.06922511011362076}, {'label': 'disappointment', 'score': 0.060906585305929184}, {'label': 'sadness', 'score': 0.011959056369960308}]
[{'label': 'gratitude', 'score': 0.8764460682868958}, {'label': 'admiration', 'score': 0.05802864581346512}, {'label': 'disappointment', 'score': 0.021392028778791428}, {'label': 'remorse', 'score': 0.014518195763230324}, {'label': 'neutral', 'score': 0.0038948191795498133}]
[{'label': 'gratitude', 'score': 0.809683084487915}, {'label': 'admiration', 'score': 0.09840178489685059}, {'label': 'disappointment', 'score': 0.03371072933077812}, {'label': 'remorse', 'score': 0.022209271788597107}, {'label': 'desire', 'score': 0.0051333424635231495}]
[{'label': 'gratitude', 'score': 0.8021966218948364}, {'label': 'admiration', 'score': 0.11407429724931717}, {'label': 'disappointment', 'score': 0.03699769079685211}, {'label': 'remorse', 'score': 0.01531392801553011}, {'label': 'desire', 'score': 0.003789449343457818}]
[{'label': 'gratitude', 'score': 0.7517759203910828}, {'label': 'admiration', 'score': 0.1934685856103897}, {'label': 'disappointment', 'score': 0.02187800221145153}, {'label': 'remorse', 'score': 0.007814086973667145}, {'label': 'approval', 'score': 0.003347178688272834}]
[{'label': 'gratitude', 'score': 0.7632479071617126}, {'label': 'admiration', 'score': 0.18806998431682587}, {'label': 'disappointment', 'score': 0.01879480481147766}, {'label': 'remorse', 'score': 0.006423946935683489}, {'label': 'approval', 'score': 0.0031606340780854225}]
[{'label': 'gratitude', 'score': 0.6294364333152771}, {'label': 'admiration', 'score': 0.2753002345561981}, {'label': 'disappointment', 'score': 0.04433257877826691}, {'label': 'remorse', 'score': 0.015805358067154884}, {'label': 'neutral', 'score': 0.005456963088363409}]
[{'label': 'gratitude', 'score': 0.6458914279937744}, {'label': 'admiration', 'score': 0.2664131820201874}, {'label': 'disappointment', 'score': 0.039273589849472046}, {'label': 'remorse', 'score': 0.015154547058045864}, {'label': 'neutral', 'score': 0.005394660867750645}]
[{'label': 'gratitude', 'score': 0.7361666560173035}, {'label': 'admiration', 'score': 0.13242729008197784}, {'label': 'disappointment', 'score': 0.05544421449303627}, {'label': 'remorse', 'score': 0.036576349288225174}, {'label': 'sadness', 'score': 0.005870278459042311}]
[{'label': 'gratitude', 'score': 0.7329811453819275}, {'label': 'admiration', 'score': 0.12976664304733276}, {'label': 'disappointment', 'score': 0.05660418048501015}, {'label': 'remorse', 'score': 0.04016801342368126}, {'label': 'sadness', 'score': 0.006023499183356762}]
[{'label': 'gratitude', 'score': 0.37285280227661133}, {'label': 'remorse', 'score': 0.3479708135128021}, {'label': 'disappointment', 'score': 0.09902080148458481}, {'label': 'sadness', 'score': 0.07719011604785919}, {'label': 'admiration', 'score': 0.0413590744137764}]
[{'label': 'gratitude', 'score': 0.35593950748443604}, {'label': 'disappointment', 'score': 0.22765234112739563}, {'label': 'remorse', 'score': 0.21476495265960693}, {'label': 'admiration', 'score': 0.06503329426050186}, {'label': 'sadness', 'score': 0.06370563060045242}]
[{'label': 'gratitude', 'score': 0.32902413606643677}, {'label': 'disappointment', 'score': 0.32855522632598877}, {'label': 'remorse', 'score': 0.1504516303539276}, {'label': 'admiration', 'score': 0.05688536539673805}, {'label': 'sadness', 'score': 0.05151030793786049}]
[{'label': 'disappointment', 'score': 0.3854970335960388}, {'label': 'gratitude', 'score': 0.2624983489513397}, {'label': 'remorse', 'score': 0.12299526482820511}, {'label': 'admiration', 'score': 0.1105668768286705}, {'label': 'sadness', 'score': 0.03284492716193199}]
[{'label': 'disappointment', 'score': 0.38914594054222107}, {'label': 'gratitude', 'score': 0.20003198087215424}, {'label': 'admiration', 'score': 0.18088649213314056}, {'label': 'remorse', 'score': 0.11574786901473999}, {'label': 'sadness', 'score': 0.028147481381893158}]
[{'label': 'disappointment', 'score': 0.40665438771247864}, {'label': 'admiration', 'score': 0.17780965566635132}, {'label': 'gratitude', 'score': 0.1626824289560318}, {'label': 'remorse', 'score': 0.12658540904521942}, {'label': 'sadness', 'score': 0.036644671112298965}]
[{'label': 'disappointment', 'score': 0.3711475133895874}, {'label': 'admiration', 'score': 0.3067135810852051}, {'label': 'remorse', 'score': 0.11826290935277939}, {'label': 'gratitude', 'score': 0.09447573870420456}, {'label': 'sadness', 'score': 0.03015441820025444}]
[{'label': 'disappointment', 'score': 0.5330860018730164}, {'label': 'remorse', 'score': 0.15612931549549103}, {'label': 'admiration', 'score': 0.11968620121479034}, {'label': 'sadness', 'score': 0.08381839096546173}, {'label': 'gratitude', 'score': 0.0360419899225235}]
[{'label': 'disappointment', 'score': 0.4665529429912567}, {'label': 'remorse', 'score': 0.24063418805599213}, {'label': 'sadness', 'score': 0.133783757686615}, {'label': 'admiration', 'score': 0.06644055992364883}, {'label': 'gratitude', 'score': 0.02853894978761673}]
[{'label': 'disappointment', 'score': 0.4412032961845398}, {'label': 'remorse', 'score': 0.24488164484500885}, {'label': 'admiration', 'score': 0.10160036385059357}, {'label': 'sadness', 'score': 0.08455411344766617}, {'label': 'gratitude', 'score': 0.05779992416501045}]
[{'label': 'disappointment', 'score': 0.2986949384212494}, {'label': 'admiration', 'score': 0.27465561032295227}, {'label': 'remorse', 'score': 0.176020085811615}, {'label': 'gratitude', 'score': 0.1290450394153595}, {'label': 'sadness', 'score': 0.042042456567287445}]
[{'label': 'admiration', 'score': 0.48173102736473083}, {'label': 'disappointment', 'score': 0.24280095100402832}, {'label': 'gratitude', 'score': 0.102426677942276}, {'label': 'remorse', 'score': 0.07127851992845535}, {'label': 'sadness', 'score': 0.025068381801247597}]
[{'label': 'admiration', 'score': 0.4901006519794464}, {'label': 'disappointment', 'score': 0.2292843461036682}, {'label': 'gratitude', 'score': 0.1027759537100792}, {'label': 'remorse', 'score': 0.07507222890853882}, {'label': 'sadness', 'score': 0.02510923705995083}]
[{'label': 'admiration', 'score': 0.6251252889633179}, {'label': 'disappointment', 'score': 0.14583948254585266}, {'label': 'gratitude', 'score': 0.14363287389278412}, {'label': 'remorse', 'score': 0.019247733056545258}, {'label': 'disapproval', 'score': 0.01665602996945381}]
[{'label': 'admiration', 'score': 0.5114168524742126}, {'label': 'disappointment', 'score': 0.19239495694637299}, {'label': 'gratitude', 'score': 0.18827569484710693}, {'label': 'remorse', 'score': 0.02814314141869545}, {'label': 'disapproval', 'score': 0.021640770137310028}]
[{'label': 'admiration', 'score': 0.4234263598918915}, {'label': 'disappointment', 'score': 0.2841923236846924}, {'label': 'gratitude', 'score': 0.14970538020133972}, {'label': 'remorse', 'score': 0.03865492716431618}, {'label': 'disapproval', 'score': 0.03482772782444954}]
[{'label': 'admiration', 'score': 0.42832639813423157}, {'label': 'gratitude', 'score': 0.22485454380512238}, {'label': 'disappointment', 'score': 0.2191242128610611}, {'label': 'disapproval', 'score': 0.0321059487760067}, {'label': 'remorse', 'score': 0.02955976314842701}]
[{'label': 'admiration', 'score': 0.4492340683937073}, {'label': 'gratitude', 'score': 0.37795060873031616}, {'label': 'disappointment', 'score': 0.09920979291200638}, {'label': 'disapproval', 'score': 0.014946316368877888}, {'label': 'remorse', 'score': 0.013509655371308327}]
[{'label': 'admiration', 'score': 0.44956520199775696}, {'label': 'gratitude', 'score': 0.37257543206214905}, {'label': 'disappointment', 'score': 0.10181913524866104}, {'label': 'disapproval', 'score': 0.015521382912993431}, {'label': 'remorse', 'score': 0.014060050249099731}]
[{'label': 'realization', 'score': 0.34512025117874146}, {'label': 'admiration', 'score': 0.20086568593978882}, {'label': 'disappointment', 'score': 0.1629144251346588}, {'label': 'remorse', 'score': 0.13438676297664642}, {'label': 'gratitude', 'score': 0.03765416517853737}]
[{'label': 'realization', 'score': 0.3408552408218384}, {'label': 'admiration', 'score': 0.2073007971048355}, {'label': 'disappointment', 'score': 0.15820644795894623}, {'label': 'remorse', 'score': 0.13699810206890106}, {'label': 'gratitude', 'score': 0.03791162744164467}]
[{'label': 'realization', 'score': 0.5517174005508423}, {'label': 'admiration', 'score': 0.16433633863925934}, {'label': 'disappointment', 'score': 0.085868701338768}, {'label': 'remorse', 'score': 0.0827818512916565}, {'label': 'approval', 'score': 0.02381392940878868}]
[{'label': 'admiration', 'score': 0.47766274213790894}, {'label': 'realization', 'score': 0.2062734067440033}, {'label': 'disappointment', 'score': 0.09930060058832169}, {'label': 'remorse', 'score': 0.0820959284901619}, {'label': 'approval', 'score': 0.029619090259075165}]
[{'label': 'admiration', 'score': 0.6127282381057739}, {'label': 'realization', 'score': 0.1197931244969368}, {'label': 'disappointment', 'score': 0.09035613387823105}, {'label': 'gratitude', 'score': 0.053017083555459976}, {'label': 'remorse', 'score': 0.03893795982003212}]
[{'label': 'admiration', 'score': 0.44224125146865845}, {'label': 'realization', 'score': 0.22444908320903778}, {'label': 'disappointment', 'score': 0.10889790952205658}, {'label': 'remorse', 'score': 0.06710084527730942}, {'label': 'gratitude', 'score': 0.04553637281060219}]
[{'label': 'admiration', 'score': 0.42413559556007385}, {'label': 'realization', 'score': 0.23907813429832458}, {'label': 'disappointment', 'score': 0.10849431902170181}, {'label': 'remorse', 'score': 0.06884421408176422}, {'label': 'gratitude', 'score': 0.04535864666104317}]
[{'label': 'gratitude', 'score': 0.7751261591911316}, {'label': 'admiration', 'score': 0.08981315791606903}, {'label': 'disappointment', 'score': 0.048146024346351624}, {'label': 'realization', 'score': 0.026718372479081154}, {'label': 'remorse', 'score': 0.019138487055897713}]
