[{'label': 'neutral', 'score': 0.812856912612915}, {'label': 'surprise', 'score': 0.11989988386631012}, {'label': 'caring', 'score': 0.032059065997600555}, {'label': 'optimism', 'score': 0.010130050592124462}, {'label': 'amusement', 'score': 0.004133915062993765}]
[{'label': 'neutral', 'score': 0.8658865690231323}, {'label': 'sadness', 'score': 0.042796503752470016}, {'label': 'surprise', 'score': 0.030442584306001663}, {'label': 'disappointment', 'score': 0.022978631779551506}, {'label': 'realization', 'score': 0.013972495682537556}]
[{'label': 'neutral', 'score': 0.8598006367683411}, {'label': 'sadness', 'score': 0.07451125979423523}, {'label': 'disappointment', 'score': 0.021811334416270256}, {'label': 'surprise', 'score': 0.01160615123808384}, {'label': 'realization', 'score': 0.011180958710610867}]
[{'label': 'neutral', 'score': 0.8624878525733948}, {'label': 'sadness', 'score': 0.059332020580768585}, {'label': 'disappointment', 'score': 0.025894228368997574}, {'label': 'surprise', 'score': 0.01670450158417225}, {'label': 'realization', 'score': 0.013513090088963509}]
[{'label': 'neutral', 'score': 0.9143760800361633}, {'label': 'sadness', 'score': 0.024588363245129585}, {'label': 'surprise', 'score': 0.016299162060022354}, {'label': 'disappointment', 'score': 0.013949005864560604}, {'label': 'realization', 'score': 0.012645965442061424}]
[{'label': 'neutral', 'score': 0.9421776533126831}, {'label': 'sadness', 'score': 0.014152943156659603}, {'label': 'realization', 'score': 0.010320156812667847}, {'label': 'amusement', 'score': 0.009890947490930557}, {'label': 'surprise', 'score': 0.00836362224072218}]
[{'label': 'neutral', 'score': 0.9314435720443726}, {'label': 'sadness', 'score': 0.017645133659243584}, {'label': 'realization', 'score': 0.012462612241506577}, {'label': 'amusement', 'score': 0.011416367255151272}, {'label': 'surprise', 'score': 0.010191121138632298}]
[{'label': 'neutral', 'score': 0.9261429905891418}, {'label': 'surprise', 'score': 0.03143191337585449}, {'label': 'amusement', 'score': 0.014658203348517418}, {'label': 'realization', 'score': 0.01062648557126522}, {'label': 'sadness', 'score': 0.004622808191925287}]
[{'label': 'neutral', 'score': 0.8717675805091858}, {'label': 'surprise', 'score': 0.07782286405563354}, {'label': 'amusement', 'score': 0.014478522352874279}, {'label': 'realization', 'score': 0.012811098247766495}, {'label': 'sadness', 'score': 0.006366277113556862}]
[{'label': 'neutral', 'score': 0.693206250667572}, {'label': 'surprise', 'score': 0.2504921555519104}, {'label': 'realization', 'score': 0.0252446960657835}, {'label': 'optimism', 'score': 0.006388350855559111}, {'label': 'disappointment', 'score': 0.00630304915830493}]
[{'label': 'neutral', 'score': 0.5642658472061157}, {'label': 'surprise', 'score': 0.3769337236881256}, {'label': 'realization', 'score': 0.02689814195036888}, {'label': 'disappointment', 'score': 0.009967128746211529}, {'label': 'optimism', 'score': 0.0055575002916157246}]
[{'label': 'neutral', 'score': 0.6003201007843018}, {'label': 'surprise', 'score': 0.3578796684741974}, {'label': 'realization', 'score': 0.01780659332871437}, {'label': 'disappointment', 'score': 0.005101309157907963}, {'label': 'optimism', 'score': 0.004891800694167614}]
[{'label': 'neutral', 'score': 0.6453453898429871}, {'label': 'surprise', 'score': 0.31499066948890686}, {'label': 'realization', 'score': 0.01593990996479988}, {'label': 'disappointment', 'score': 0.005726637784391642}, {'label': 'optimism', 'score': 0.005283859092742205}]
[{'label': 'neutral', 'score': 0.7902175188064575}, {'label': 'surprise', 'score': 0.165278822183609}, {'label': 'realization', 'score': 0.014240989461541176}, {'label': 'disappointment', 'score': 0.0063274819403886795}, {'label': 'amusement', 'score': 0.006305025890469551}]
[{'label': 'neutral', 'score': 0.714397132396698}, {'label': 'surprise', 'score': 0.2224472463130951}, {'label': 'realization', 'score': 0.021695543080568314}, {'label': 'sadness', 'score': 0.01291736401617527}, {'label': 'disappointment', 'score': 0.01121160015463829}]
[{'label': 'surprise', 'score': 0.5227435827255249}, {'label': 'neutral', 'score': 0.43070244789123535}, {'label': 'realization', 'score': 0.021480336785316467}, {'label': 'disappointment', 'score': 0.005143624264746904}, {'label': 'sadness', 'score': 0.00493202917277813}]
[{'label': 'surprise', 'score': 0.5403839945793152}, {'label': 'neutral', 'score': 0.41364985704421997}, {'label': 'realization', 'score': 0.020301787182688713}, {'label': 'disappointment', 'score': 0.005704901646822691}, {'label': 'sadness', 'score': 0.005513022653758526}]
[{'label': 'surprise', 'score': 0.704391598701477}, {'label': 'neutral', 'score': 0.25016075372695923}, {'label': 'realization', 'score': 0.020850639790296555}, {'label': 'disappointment', 'score': 0.005966539960354567}, {'label': 'sadness', 'score': 0.003912334330379963}]
[{'label': 'surprise', 'score': 0.7403754591941833}, {'label': 'neutral', 'score': 0.21481207013130188}, {'label': 'realization', 'score': 0.020166629925370216}, {'label': 'disappointment', 'score': 0.004882209002971649}, {'label': 'amusement', 'score': 0.0046689328737556934}]
[{'label': 'surprise', 'score': 0.7246668338775635}, {'label': 'neutral', 'score': 0.2301778942346573}, {'label': 'realization', 'score': 0.019250867888331413}, {'label': 'disappointment', 'score': 0.006270152982324362}, {'label': 'sadness', 'score': 0.004858916159719229}]
[{'label': 'surprise', 'score': 0.5371407270431519}, {'label': 'neutral', 'score': 0.39637917280197144}, {'label': 'realization', 'score': 0.024209579452872276}, {'label': 'disappointment', 'score': 0.011822447180747986}, {'label': 'sadness', 'score': 0.011387641541659832}]
[{'label': 'neutral', 'score': 0.6419110894203186}, {'label': 'surprise', 'score': 0.1903662532567978}, {'label': 'sadness', 'score': 0.08983124047517776}, {'label': 'disappointment', 'score': 0.026646791025996208}, {'label': 'realization', 'score': 0.02129414863884449}]
[{'label': 'neutral', 'score': 0.6898564696311951}, {'label': 'surprise', 'score': 0.19972635805606842}, {'label': 'sadness', 'score': 0.046666573733091354}, {'label': 'realization', 'score': 0.016348563134670258}, {'label': 'disappointment', 'score': 0.015525261871516705}]
[{'label': 'neutral', 'score': 0.4681747555732727}, {'label': 'surprise', 'score': 0.3844936788082123}, {'label': 'sadness', 'score': 0.06165990233421326}, {'label': 'disappointment', 'score': 0.028044484555721283}, {'label': 'realization', 'score': 0.023463455960154533}]
[{'label': 'surprise', 'score': 0.8544007539749146}, {'label': 'neutral', 'score': 0.11667235940694809}, {'label': 'realization', 'score': 0.012034682556986809}, {'label': 'amusement', 'score': 0.005251324735581875}, {'label': 'disappointment', 'score': 0.002368038985878229}]
[{'label': 'surprise', 'score': 0.8136358261108398}, {'label': 'neutral', 'score': 0.15531954169273376}, {'label': 'realization', 'score': 0.012462387792766094}, {'label': 'disappointment', 'score': 0.0041109113954007626}, {'label': 'amusement', 'score': 0.0034305215813219547}]
[{'label': 'surprise', 'score': 0.6732413172721863}, {'label': 'neutral', 'score': 0.2914937436580658}, {'label': 'realization', 'score': 0.013055074028670788}, {'label': 'disappointment', 'score': 0.005141158122569323}, {'label': 'optimism', 'score': 0.003259737277403474}]
[{'label': 'surprise', 'score': 0.670866072177887}, {'label': 'neutral', 'score': 0.2951892614364624}, {'label': 'realization', 'score': 0.012724052183330059}, {'label': 'disappointment', 'score': 0.0045911152847111225}, {'label': 'amusement', 'score': 0.003454911522567272}]
[{'label': 'neutral', 'score': 0.7572792172431946}, {'label': 'surprise', 'score': 0.20612946152687073}, {'label': 'amusement', 'score': 0.010298858396708965}, {'label': 'realization', 'score': 0.009981348179280758}, {'label': 'optimism', 'score': 0.0039268056862056255}]
[{'label': 'neutral', 'score': 0.6963856816291809}, {'label': 'surprise', 'score': 0.25259771943092346}, {'label': 'amusement', 'score': 0.020105941221117973}, {'label': 'realization', 'score': 0.01194822322577238}, {'label': 'optimism', 'score': 0.0038460595533251762}]
[{'label': 'neutral', 'score': 0.6555511355400085}, {'label': 'surprise', 'score': 0.2636161744594574}, {'label': 'amusement', 'score': 0.04110415652394295}, {'label': 'realization', 'score': 0.017392702400684357}, {'label': 'optimism', 'score': 0.004044481553137302}]
[{'label': 'neutral', 'score': 0.5198032259941101}, {'label': 'surprise', 'score': 0.35295382142066956}, {'label': 'amusement', 'score': 0.08970613032579422}, {'label': 'realization', 'score': 0.015101803466677666}, {'label': 'annoyance', 'score': 0.004356483928859234}]
[{'label': 'surprise', 'score': 0.6199824213981628}, {'label': 'neutral', 'score': 0.3312216103076935}, {'label': 'amusement', 'score': 0.01981618069112301}, {'label': 'realization', 'score': 0.013475527055561543}, {'label': 'disappointment', 'score': 0.00242691021412611}]
[{'label': 'neutral', 'score': 0.5054605007171631}, {'label': 'surprise', 'score': 0.44716668128967285}, {'label': 'realization', 'score': 0.020270073786377907}, {'label': 'amusement', 'score': 0.007354524917900562}, {'label': 'disappointment', 'score': 0.00474288035184145}]
[{'label': 'surprise', 'score': 0.48285749554634094}, {'label': 'neutral', 'score': 0.46457433700561523}, {'label': 'realization', 'score': 0.02195395715534687}, {'label': 'disappointment', 'score': 0.007521702442318201}, {'label': 'sadness', 'score': 0.005761657375842333}]
[{'label': 'surprise', 'score': 0.5366550087928772}, {'label': 'neutral', 'score': 0.42387163639068604}, {'label': 'realization', 'score': 0.015493993647396564}, {'label': 'disappointment', 'score': 0.005785844288766384}, {'label': 'amusement', 'score': 0.004162323195487261}]
[{'label': 'surprise', 'score': 0.5133057236671448}, {'label': 'neutral', 'score': 0.43864724040031433}, {'label': 'realization', 'score': 0.01571252942085266}, {'label': 'disappointment', 'score': 0.010100160725414753}, {'label': 'sadness', 'score': 0.007741853129118681}]
[{'label': 'neutral', 'score': 0.6010503768920898}, {'label': 'surprise', 'score': 0.30003276467323303}, {'label': 'sadness', 'score': 0.038979191333055496}, {'label': 'disappointment', 'score': 0.022726809605956078}, {'label': 'realization', 'score': 0.016256865113973618}]
[{'label': 'neutral', 'score': 0.8131816387176514}, {'label': 'surprise', 'score': 0.08467129617929459}, {'label': 'sadness', 'score': 0.046338483691215515}, {'label': 'disappointment', 'score': 0.023851605132222176}, {'label': 'realization', 'score': 0.01268431544303894}]
[{'label': 'neutral', 'score': 0.739720344543457}, {'label': 'surprise', 'score': 0.193040132522583}, {'label': 'disappointment', 'score': 0.022034794092178345}, {'label': 'realization', 'score': 0.015757277607917786}, {'label': 'sadness', 'score': 0.013061323203146458}]
[{'label': 'neutral', 'score': 0.818254828453064}, {'label': 'surprise', 'score': 0.11942797154188156}, {'label': 'disappointment', 'score': 0.022581441327929497}, {'label': 'realization', 'score': 0.012560209259390831}, {'label': 'sadness', 'score': 0.0118127865716815}]
[{'label': 'neutral', 'score': 0.7993752360343933}, {'label': 'sadness', 'score': 0.07524675875902176}, {'label': 'disappointment', 'score': 0.052151553332805634}, {'label': 'surprise', 'score': 0.04321890324354172}, {'label': 'realization', 'score': 0.009422557428479195}]
[{'label': 'neutral', 'score': 0.6314864754676819}, {'label': 'surprise', 'score': 0.2922550439834595}, {'label': 'disappointment', 'score': 0.024841947481036186}, {'label': 'realization', 'score': 0.01683986186981201}, {'label': 'sadness', 'score': 0.01650986634194851}]
[{'label': 'neutral', 'score': 0.5498495101928711}, {'label': 'surprise', 'score': 0.3172091543674469}, {'label': 'disappointment', 'score': 0.049352578818798065}, {'label': 'sadness', 'score': 0.04080869257450104}, {'label': 'realization', 'score': 0.02344827726483345}]
[{'label': 'neutral', 'score': 0.5180186629295349}, {'label': 'surprise', 'score': 0.35771897435188293}, {'label': 'disappointment', 'score': 0.04520752653479576}, {'label': 'sadness', 'score': 0.03513621166348457}, {'label': 'realization', 'score': 0.02414754033088684}]
[{'label': 'surprise', 'score': 0.5306108593940735}, {'label': 'neutral', 'score': 0.39246708154678345}, {'label': 'disappointment', 'score': 0.023418253287672997}, {'label': 'realization', 'score': 0.02093461900949478}, {'label': 'sadness', 'score': 0.015514397993683815}]
